asin,review_count,avg_rating,helpful_votes,helpful_rate,avg_review_word_count,first_review_month,last_review_month,quality_flag
B0001VQ11U,14,4.0,207,0.7633,181.5,2006-01,2013-04,monitor
B00021XPZE,14,4.0,46,0.8696,56.214,2005-05,2014-06,monitor
B00065H0QQ,14,4.0,47,0.9362,71.5,2005-08,2013-06,monitor
B0007CZ7BI,14,4.0,304,0.8684,174.071,2005-03,2014-02,monitor
B00083Y85C,14,4.0,66,0.803,60,2007-05,2014-03,monitor
B000GJJMSG,14,4.0,35,0.9143,109.214,2006-11,2013-03,monitor
B000HJBEUY,14,4.0,11,0.6364,66.071,2008-04,2014-07,monitor
B000JDJJ82,14,4.0,65,0.7231,173.357,2007-04,2010-02,monitor
B00064ABSG,14,3.929,46,0.8913,138.286,2006-11,2014-03,monitor
B0007OWASE,14,3.929,128,0.7656,141.5,2006-01,2007-08,monitor
B000AZ2BAW,14,3.929,329,0.8632,185.429,2006-01,2007-10,monitor
B000FA7PQC,14,3.929,36,0.7778,102.286,2007-10,2014-01,monitor
B000HWS0NU,14,3.929,81,0.6543,195.286,2006-12,2008-01,monitor
B000063YA5,14,3.857,318,0.9654,205.143,2003-02,2013-12,monitor
B000068OJM,14,3.857,100,0.88,249,2002-07,2006-10,monitor
B0001BRITE,14,3.857,397,0.7607,277.786,2004-03,2011-03,monitor
B000234498,14,3.857,54,0.463,85.429,2007-02,2014-02,monitor
B0002ED4PM,14,3.857,43,0.7907,118.071,2005-10,2012-11,monitor
B0003N01RQ,14,3.857,8,1.0,56.071,2011-08,2014-04,monitor
B0007Z9QMG,14,3.857,67,0.9104,66.429,2006-03,2012-02,monitor
B00004SPUN,14,3.786,252,0.9325,288.571,2000-07,2003-01,monitor
B00006ELLL,14,3.786,86,0.8953,141.071,2002-12,2008-08,monitor
B00008Z1PF,14,3.786,34,0.8235,61.286,2006-11,2014-04,monitor
B0001M3MVG,14,3.786,195,0.8564,203.857,2004-08,2012-03,monitor
B0002SQ3Z6,14,3.786,17,0.8824,114.143,2005-02,2014-01,monitor
B0006ZQ4E0,14,3.786,36,0.75,44,2009-08,2014-06,monitor
B00092K2IO,14,3.786,104,0.7308,66.143,2007-01,2013-02,monitor
B000A6TN9I,14,3.786,193,0.8342,175.429,2005-09,2011-04,monitor
B000I23TN0,14,3.786,10,0.8,49.286,2009-06,2014-01,monitor
B000I4LEGC,14,3.786,86,0.907,166.857,2006-11,2008-02,monitor
B000I97HWC,14,3.786,2,1.0,43,2011-05,2013-11,monitor
B000JSZ41S,14,3.786,21,0.8095,42.5,2009-12,2014-06,monitor
B00006HU4Z,14,3.714,15,0.8667,61.214,2009-09,2014-01,monitor
B00006IS65,14,3.714,338,0.9645,233.714,2002-11,2008-12,monitor
B00021Z98A,14,3.714,305,0.9541,196.571,2004-07,2009-09,monitor
B0002IYOES,14,3.714,203,0.8768,153.286,2005-10,2013-05,monitor
B0009XQPJ8,14,3.714,82,0.7439,140.071,2006-08,2010-11,monitor
B000EFMPCW,14,3.714,8,0.75,65.071,2011-10,2014-07,monitor
B000H9XDCG,14,3.714,20,1.0,109.071,2010-11,2013-05,monitor
B00006HMPN,14,3.643,128,0.8203,202.071,2003-01,2006-12,monitor
B00006KIYS,14,3.643,303,0.9538,230.786,2002-11,2014-02,monitor
B000087LIG,14,3.643,295,0.8915,128.857,2003-04,2007-02,monitor
B00061IYI8,14,3.643,29,0.8966,202.286,2005-08,2011-10,monitor
B0007OV44U,14,3.643,72,0.7222,50.214,2005-08,2014-06,monitor
B0009VU7BM,14,3.643,91,0.7253,99.5,2005-10,2011-12,monitor
B000A3N6O4,14,3.643,457,0.9168,362.286,2005-08,2007-01,monitor
B00009KO14,14,3.571,98,0.8469,162.5,2004-02,2011-11,monitor
B0009PD2T2,14,3.571,73,0.9315,78.286,2007-02,2010-02,monitor
B000FHGONA,14,3.571,53,0.6981,91.286,2007-01,2012-02,monitor
B00004YBVE,14,3.5,125,0.96,207.714,2001-01,2003-12,monitor
B00005LVWB,14,3.5,174,0.9713,257.357,2001-07,2005-01,monitor
B00006364I,14,3.5,69,0.9565,64.786,2005-08,2014-07,monitor
B0000AQIFY,14,3.5,60,0.8833,220.357,2003-10,2009-08,monitor
B0001PFO3C,14,3.5,40,0.75,132.143,2004-06,2009-07,monitor
B0002Y22VE,14,3.5,183,0.8962,196.071,2005-03,2013-09,monitor
B0006N5I5I,14,3.5,17,0.6471,54,2006-07,2013-09,monitor
B0007NWM10,14,3.5,80,0.8375,131.643,2005-06,2013-08,monitor
B000I51FF6,14,3.5,33,0.7273,140.643,2009-04,2014-01,monitor
B000JDHS5I,14,3.5,115,0.6957,156.714,2006-09,2010-09,monitor
B00007E8AB,14,3.429,32,0.9062,83.857,2007-08,2013-05,monitor
B000093IRC,14,3.429,78,0.5641,103.571,2003-10,2005-11,monitor
B0009ORXF2,14,3.429,61,0.6721,164.357,2005-11,2009-09,monitor
B000FAVYHS,14,3.429,11,1.0,47.929,2007-05,2014-06,monitor
B000IZGI9Y,14,3.429,78,0.9359,62.929,2007-06,2014-03,monitor
B000F007JY,14,3.357,61,0.9344,192.143,2007-02,2009-02,monitor
B0000D80D3,14,3.286,195,0.9744,63.286,2005-01,2014-05,monitor
B000ENQT1W,14,3.286,150,0.8467,136.286,2006-12,2012-12,monitor
B00007LTBI,14,3.214,31,0.871,148.643,2003-12,2008-01,monitor
B00009R6HB,14,3.214,73,0.9041,103.071,2008-12,2012-10,monitor
B0001ML86M,14,3.214,133,0.8195,126.071,2004-06,2008-08,monitor
B00002N5E4,14,3.143,19,0.6316,54.071,2011-08,2014-03,monitor
B00005MO3L,14,3.143,19,0.5263,62.214,2009-11,2014-01,monitor
B000FM0544,14,3.143,80,0.8625,316.5,2007-10,2013-12,monitor
B00000J0D5,14,3.071,62,0.9355,90.5,2000-07,2013-01,monitor
B00000JII6,14,3.071,136,0.9338,115.643,2001-07,2008-04,monitor
B000ANOYMC,14,3.071,40,0.875,96.571,2007-11,2011-11,monitor
B000HWXGOS,14,3.071,101,0.9109,133.286,2006-11,2014-01,monitor
B00007GWBV,14,3.0,21,0.8571,83.929,2005-01,2013-12,monitor
B00008N6X4,14,3.0,53,0.717,96.143,2003-11,2007-05,monitor
B0001WW398,14,3.0,113,0.885,156.5,2004-10,2007-11,monitor
B00095OAQG,14,3.0,10,0.6,91.357,2007-05,2013-09,monitor
B0000DBMKK,14,2.786,300,0.77,142.571,2003-12,2009-07,monitor
B00009KH5P,14,2.714,13,0.7692,158.571,2005-11,2014-03,monitor
B000BTH36E,14,2.714,58,0.7759,49.429,2007-10,2013-12,monitor
B0002S30RU,14,2.643,76,0.6316,98.214,2005-10,2010-08,monitor
B000FNPW96,14,2.643,35,0.9429,114.429,2006-10,2013-03,monitor
B0002KQR28,14,2.571,139,0.6547,170.143,2004-10,2006-05,monitor
B00006B9WE,14,2.5,111,0.8829,64.643,2004-07,2013-12,monitor
B000084FD5,14,2.5,104,0.9135,62.571,2003-05,2011-05,monitor
B000ERD6HS,14,2.5,60,0.75,191.214,2006-04,2011-06,monitor
B0001ML86C,14,2.429,99,0.7475,119.857,2004-11,2012-12,monitor
B00008SJX3,14,2.286,191,0.8429,181.857,2003-06,2005-03,monitor
B0006FS1Z0,14,2.286,91,0.8901,96.571,2005-02,2007-11,monitor
B000GJF76W,14,2.143,89,0.6629,144.643,2006-09,2014-01,monitor
B0006G3BHW,13,5.0,18,0.8889,60.846,2005-07,2014-04,monitor
B0007KK2KG,13,5.0,7,0.8571,40.769,2011-08,2014-06,monitor
B0008JF8UK,13,5.0,21,0.9048,40.462,2011-01,2014-05,monitor
B000EWE3GQ,13,5.0,8,1.0,56.154,2007-05,2013-05,monitor
B000G835DA,13,5.0,100,0.95,234.462,2006-11,2012-03,monitor
B000J38HZ8,13,5.0,33,0.9091,50.154,2010-01,2013-12,monitor
B00005UKBD,13,4.923,324,0.9722,234.923,2001-12,2012-03,monitor
B000065V15,13,4.923,39,0.9231,185.846,2002-05,2005-03,monitor
B00009R6IA,13,4.923,22,1.0,81.462,2005-12,2011-04,monitor
B0000ALKBU,13,4.923,250,0.84,238.538,2006-01,2012-06,monitor
B00019OXF8,13,4.923,8,0.75,146.308,2009-12,2014-06,monitor
B00029HOCG,13,4.923,40,0.95,60.769,2009-01,2014-02,monitor
B0006DPNOE,13,4.923,8,0.75,66,2012-10,2014-05,monitor
B0006VHVB4,13,4.923,26,0.9615,122.385,2005-01,2014-06,monitor
B000AHVGA6,13,4.923,27,0.7778,131.231,2008-06,2009-10,monitor
B000JJSQ9E,13,4.923,7,1.0,59.385,2010-03,2014-05,monitor
B00004TDN4,13,4.846,153,0.9673,176.462,2000-06,2004-02,monitor
B00004YZLZ,13,4.846,190,0.9421,237.077,2001-08,2013-10,monitor
B00005NPW8,13,4.846,12,0.8333,48,2012-03,2014-04,monitor
B00006LU7J,13,4.846,254,0.9331,375.077,2002-12,2013-03,monitor
B00007E809,13,4.846,7,0.8571,51.077,2007-04,2014-04,monitor
B00008ZGSD,13,4.846,10,0.9,41.077,2009-09,2014-05,monitor
B000092YPL,13,4.846,46,0.9348,96.846,2007-08,2013-02,monitor
B00009XV7A,13,4.846,206,0.9709,118.231,2006-09,2014-06,monitor
B0000Y5TI4,13,4.846,229,0.8472,148.769,2005-10,2013-10,monitor
B0002EE5JQ,13,4.846,15,1.0,67.923,2006-01,2014-04,monitor
B000CHPJAM,13,4.846,10,0.7,67.154,2012-09,2014-05,monitor
B000FO1WCQ,13,4.846,63,1.0,105.923,2008-01,2013-05,monitor
B000GLHDH6,13,4.846,11,0.8182,86.308,2008-03,2014-06,monitor
B00004Z5KI,13,4.769,15,0.8667,44.923,2010-09,2014-06,monitor
B00005OMZJ,13,4.769,44,0.9091,68.154,2002-01,2010-04,monitor
B000068O4C,13,4.769,3,0.6667,33.923,2011-06,2014-07,monitor
B00009R6QP,13,4.769,79,1.0,140.692,2006-06,2009-06,monitor
B00009XVHZ,13,4.769,31,0.9677,75.154,2011-08,2014-07,monitor
B0000C47QI,13,4.769,24,1.0,93.923,2006-06,2013-09,monitor
B0000E6S12,13,4.769,18,0.5556,114.615,2007-11,2014-03,monitor
B0000ZL2J8,13,4.769,177,0.9209,193.385,2005-10,2013-08,monitor
B0002J1TUE,13,4.769,19,0.8947,53.385,2010-09,2014-06,monitor
B0003009AI,13,4.769,43,1.0,270.308,2007-01,2011-05,monitor
B0009PAZ0Q,13,4.769,3,1.0,38.077,2007-07,2014-03,monitor
B0009VT9OI,13,4.769,14,1.0,121.923,2009-06,2014-06,monitor
B000BSN63O,13,4.769,6,1.0,45.923,2008-04,2014-04,monitor
B000EHMGBA,13,4.769,30,1.0,55.231,2008-10,2014-07,monitor
B000GL3U0U,13,4.769,8,0.875,35.308,2007-01,2013-11,monitor
B000I672PC,13,4.769,12,0.9167,155.692,2008-11,2012-11,monitor
B000J2V65M,13,4.769,93,0.957,147.231,2007-01,2010-06,monitor
B00005NPWI,13,4.692,5,0.6,46.231,2008-12,2014-03,monitor
B000067SO7,13,4.692,29,0.931,31.923,2007-11,2014-05,monitor
B00006LHDV,13,4.692,18,1.0,71.846,2007-03,2014-03,monitor
B00009MF82,13,4.692,19,0.8947,98.462,2007-03,2013-12,monitor
B0001G6UB6,13,4.692,177,0.9661,190.308,2004-04,2012-12,monitor
B0002861MG,13,4.692,6,1.0,71.231,2010-09,2014-04,monitor
B0002EQVMA,13,4.692,11,0.2727,38.154,2006-07,2014-07,monitor
B0002EXJIY,13,4.692,6,0.5,46.538,2010-08,2014-01,monitor
B0002JFNQU,13,4.692,0,,50.462,2008-08,2012-11,monitor
B0009NXN7K,13,4.692,8,0.5,128.231,2010-01,2012-09,monitor
B0009W8WDQ,13,4.692,20,1.0,98.846,2008-12,2014-03,monitor
B000E9ZQBU,13,4.692,14,0.0714,60.231,2009-02,2013-12,monitor
B000FG30U6,13,4.692,39,0.7949,155.846,2007-02,2014-07,monitor
B000H7GSG6,13,4.692,328,0.8476,260.615,2007-01,2012-09,monitor
B000HDKZPU,13,4.692,7,1.0,38.538,2011-05,2014-05,monitor
B000JJSQCG,13,4.692,23,1.0,80.769,2008-09,2012-05,monitor
B00004YMBK,13,4.615,669,0.9537,165.308,2000-10,2001-08,monitor
B0000632T3,13,4.615,110,0.9182,43.769,2003-08,2013-04,monitor
B000068O3G,13,4.615,5,0.8,31.385,2009-12,2014-06,monitor
B00009RUFZ,13,4.615,19,0.6842,53.615,2006-06,2013-03,monitor
B00016W6ZK,13,4.615,13,0.8462,46.769,2007-07,2014-04,monitor
B0002EXF10,13,4.615,22,0.8636,42.077,2011-04,2014-07,monitor
B0002KRCH2,13,4.615,2,1.0,41.385,2009-08,2014-04,monitor
B00064JWSG,13,4.615,73,0.8219,220.308,2009-01,2014-06,monitor
B0006Z61EI,13,4.615,23,0.8261,49.077,2007-06,2014-07,monitor
B0007KPRJM,13,4.615,0,,43.154,2011-01,2013-04,monitor
B0007X2GIO,13,4.615,34,1.0,105.538,2006-05,2013-11,monitor
B00080M9AG,13,4.615,13,0.8462,81.846,2011-06,2014-04,monitor
B0009K7CZC,13,4.615,60,0.85,119.538,2007-03,2013-11,monitor
B0009K9Q2E,13,4.615,71,0.9437,63.077,2005-10,2013-08,monitor
B000BR0MFK,13,4.615,374,0.9171,134.846,2007-09,2014-07,monitor
B000H6GFKG,13,4.615,185,0.7243,304.846,2006-10,2008-11,monitor
B000IEN8QQ,13,4.615,84,0.9524,240.231,2006-10,2012-09,monitor
B000JSFT2C,13,4.615,33,0.8788,117.538,2008-03,2014-07,monitor
B00000J1EP,13,4.538,9,0.8889,92.615,2007-08,2014-07,monitor
B0000665UZ,13,4.538,11,0.9091,58.308,2011-10,2014-04,monitor
B00007E7UN,13,4.538,67,0.9701,148.692,2005-04,2014-04,monitor
B00007F8UQ,13,4.538,82,0.939,263.846,2003-01,2014-06,monitor
B0000AE68P,13,4.538,11,0.9091,32.154,2011-03,2014-07,monitor
B0000APTOQ,13,4.538,8,0.875,54.462,2007-02,2014-05,monitor
B0000AZ0OP,13,4.538,190,0.8263,64.077,2007-01,2010-11,monitor
B0000BV1LS,13,4.538,25,0.96,61.231,2007-04,2013-01,monitor
B0000C20R9,13,4.538,54,0.8889,252.692,2003-12,2012-01,monitor
B0001EY1GY,13,4.538,354,0.9209,337.538,2004-04,2011-06,monitor
B0002BETIG,13,4.538,3,1.0,53.154,2009-08,2014-06,monitor
B0002BEV9S,13,4.538,3,0.6667,57.923,2009-06,2014-05,monitor
B0002E3WJU,13,4.538,1,1.0,39.846,2011-01,2014-03,monitor
B0002EHOCQ,13,4.538,10,1.0,55.538,2011-08,2014-05,monitor
B0002HMRG6,13,4.538,16,1.0,73.462,2007-03,2014-06,monitor
B0002UHUME,13,4.538,22,0.7727,80.769,2005-02,2011-03,monitor
B0007VTU9O,13,4.538,199,0.8141,136.692,2005-04,2013-08,monitor
B0009S7YJS,13,4.538,8,0.625,76.538,2009-01,2013-11,monitor
B000BF53RY,13,4.538,36,0.8611,51.846,2007-01,2011-10,monitor
B000BYGFYU,13,4.538,117,0.9231,238.077,2006-10,2013-12,monitor
B000EN6GP6,13,4.538,52,0.4615,136.692,2006-08,2011-05,monitor
B000GZ09YQ,13,4.538,27,0.963,67.846,2007-03,2010-11,monitor
B00000J08C,13,4.462,101,0.9208,64.462,2000-06,2014-07,monitor
B00004T0RC,13,4.462,82,0.8902,191.385,2000-08,2009-03,monitor
B00004YZLY,13,4.462,513,0.9766,142.923,2004-06,2013-07,monitor
B00006B8BJ,13,4.462,10,0.4,30.615,2011-01,2014-07,monitor
B00006B9CN,13,4.462,97,0.7938,241.077,2002-10,2013-09,monitor
B00006IS50,13,4.462,46,0.9565,132.077,2006-02,2009-11,monitor
B00009MKHA,13,4.462,96,0.9479,132.615,2006-11,2013-12,monitor
B00009R9A3,13,4.462,127,0.4252,68.692,2007-08,2014-05,monitor
B0000BZ2WC,13,4.462,17,0.7647,83.692,2003-11,2014-05,monitor
B00013UXRQ,13,4.462,10,0.4,41.538,2009-03,2013-10,monitor
B0001XGQRC,13,4.462,9,0.5556,46.385,2008-07,2014-05,monitor
B0002AHQM8,13,4.462,137,0.8832,215.846,2004-10,2013-07,monitor
B0002OGJJA,13,4.462,412,0.966,238.769,2004-09,2011-10,monitor
B0007LI13U,13,4.462,38,0.8684,93.615,2006-04,2012-06,monitor
B000A40M22,13,4.462,190,0.5579,84.692,2007-03,2014-06,monitor
B00006HWX4,13,4.385,101,0.9208,191.692,2003-01,2012-08,monitor
B0000721Z0,13,4.385,3,1.0,58.692,2007-11,2013-12,monitor
B00007FGUC,13,4.385,10,0.6,59.462,2007-09,2013-08,monitor
B00009R89G,13,4.385,81,0.5802,195.769,2007-06,2011-06,monitor
B0000C20V3,13,4.385,73,0.6712,105.462,2004-04,2014-03,monitor
B0000CH58M,13,4.385,269,0.9628,370.385,2003-10,2005-12,monitor
B0000DC0T4,13,4.385,65,0.9231,56.846,2009-05,2014-01,monitor
B0001G6UES,13,4.385,246,0.8537,123.538,2004-08,2014-03,monitor
B0001LS14U,13,4.385,15,0.9333,65.385,2006-02,2014-05,monitor
B0003NFJKA,13,4.385,9,0.6667,44.462,2010-12,2014-07,monitor
B000932JMA,13,4.385,19,0.7895,65.538,2007-05,2013-03,monitor
B000AQ8NVW,13,4.385,7,0.5714,70.846,2010-05,2014-05,monitor
B000E1HXL4,13,4.385,67,0.8358,90.385,2007-03,2010-01,monitor
B000ERAIQ0,13,4.385,38,0.8158,114.923,2007-03,2010-01,monitor
B000F38IQK,13,4.385,118,0.9746,204.077,2006-12,2014-02,monitor
B000FAB84C,13,4.385,52,0.9038,54.308,2007-06,2014-02,monitor
B000FSILBM,13,4.385,21,0.9524,96.769,2008-01,2014-01,monitor
B000GWGHOK,13,4.385,28,0.7857,68.846,2008-01,2012-02,monitor
B000JQB4C8,13,4.385,8,1.0,46.462,2012-04,2014-07,monitor
B000JUZE1Q,13,4.385,28,0.8571,94,2007-07,2012-02,monitor
7214047977,13,4.308,10,0.8,46,2012-12,2014-03,monitor
B00001OPJZ,13,4.308,79,0.962,121,2000-02,2009-04,monitor
B00004ZCB3,13,4.308,71,0.6761,72.462,2009-05,2014-04,monitor
B00005ML58,13,4.308,18,0.9444,112.385,2001-10,2003-04,monitor
B00009R6Q2,13,4.308,43,0.814,92.308,2008-01,2014-02,monitor
B00009R8D3,13,4.308,94,0.8936,111.615,2009-10,2014-01,monitor
B0000AINEO,13,4.308,377,0.8647,310.923,2003-07,2008-04,monitor
B0001XX0NU,13,4.308,15,0.6,50.923,2007-11,2014-07,monitor
B0002HS1A2,13,4.308,116,0.8621,304,2005-01,2008-12,monitor
B0002OE2P8,13,4.308,417,0.7698,311.615,2004-08,2012-09,monitor
B0009292SA,13,4.308,136,0.7353,162.692,2005-08,2013-02,monitor
B000BBYH7U,13,4.308,10,0.8,52.538,2007-02,2014-05,monitor
B000BI6AH8,13,4.308,95,0.9789,292.846,2007-01,2010-03,monitor
B000C3UWHQ,13,4.308,39,0.9231,75.308,2010-04,2013-05,monitor
B000CIY5NS,13,4.308,94,0.8511,51.462,2007-12,2014-06,monitor
B000E7EL0Y,13,4.308,23,0.6957,103.385,2009-08,2013-11,monitor
B000E887XU,13,4.308,25,0.88,71.615,2009-02,2014-04,monitor
B000EZ764E,13,4.308,27,0.8148,107.923,2006-07,2012-01,monitor
B000FHEM5M,13,4.308,83,0.7711,81.154,2006-11,2013-05,monitor
B000FLRXKO,13,4.308,41,0.9268,122.692,2006-08,2013-05,monitor
B000FONSEQ,13,4.308,25,0.96,142.923,2006-11,2013-12,monitor
B000FQ76IS,13,4.308,28,0.9643,151.538,2007-01,2011-03,monitor
B000G6TUOU,13,4.308,76,0.9605,39,2007-04,2014-07,monitor
B00000J3Q7,13,4.231,65,0.9538,128.385,1999-08,2014-05,monitor
B00005NHGP,13,4.231,57,0.6842,54.231,2001-11,2014-07,monitor
B00008IHTY,13,4.231,282,0.883,247.846,2003-06,2011-01,monitor
B0001G0FGW,13,4.231,152,0.7434,111.923,2004-12,2013-01,monitor
B0001YFXCA,13,4.231,38,0.7895,68,2004-07,2009-06,monitor
B0002MQ74E,13,4.231,290,0.931,308.154,2004-08,2006-03,monitor
B0003NN80S,13,4.231,41,0.4146,65.846,2007-01,2014-07,monitor
B00061NL86,13,4.231,17,0.8235,221.308,2009-09,2014-04,monitor
B000AYKUTW,13,4.231,223,0.9238,226.077,2005-10,2013-11,monitor
B000FEHJEG,13,4.231,22,0.6818,62.923,2009-06,2013-05,monitor
B000FPKNZC,13,4.231,22,0.7727,167.769,2007-01,2013-02,monitor
B000HZD2YE,13,4.231,165,0.9697,134.154,2006-10,2012-06,monitor
B00006B8C3,13,4.154,47,0.9574,98,2005-01,2013-10,monitor
B00006HOKW,13,4.154,175,0.9429,96.923,2004-09,2014-04,monitor
B00009WO2M,13,4.154,65,0.8308,101.231,2004-04,2009-07,monitor
B0000V1A7Q,13,4.154,107,0.6916,81.385,2008-04,2014-05,monitor
B0001RM4I8,13,4.154,9,0.8889,63.462,2006-02,2014-02,monitor
B0002DV9DM,13,4.154,412,0.8859,352.077,2004-10,2006-05,monitor
B000329HEU,13,4.154,8,0.875,74.846,2010-05,2014-04,monitor
B0006GBD5O,13,4.154,53,0.9057,169.923,2005-05,2013-01,monitor
B000A3N78Y,13,4.154,309,0.9547,273.769,2005-09,2010-05,monitor
B000AR8VEK,13,4.154,45,0.9111,110.923,2008-07,2014-01,monitor
B000FCP4ZY,13,4.154,26,0.7692,75.692,2007-11,2014-03,monitor
B000FESU9O,13,4.154,358,0.9134,199.308,2006-07,2010-04,monitor
B000HJBESG,13,4.154,30,0.8667,87.385,2006-11,2014-06,monitor
B000HWS0OY,13,4.154,70,0.9,255.923,2006-12,2013-11,monitor
9966694544,13,4.077,37,0.8378,60.231,2013-05,2014-06,monitor
B00000JBHP,13,4.077,15,0.8,64.615,2010-07,2014-06,monitor
B0000326O1,13,4.077,166,0.8554,92.692,2001-07,2013-11,monitor
B00004Y2ZF,13,4.077,86,0.6977,123.231,2000-10,2014-01,monitor
B00006RVNQ,13,4.077,16,0.75,120.231,2006-05,2014-02,monitor
B00009UTLU,13,4.077,123,0.9512,94.462,2004-11,2014-05,monitor
B0000A0AET,13,4.077,27,0.4815,91.154,2009-02,2014-07,monitor
B0000E2PMA,13,4.077,36,0.4167,147.846,2006-07,2010-01,monitor
B0000XMW8U,13,4.077,38,0.7632,98.385,2010-10,2014-05,monitor
B0002OIFR4,13,4.077,15,0.6667,51.385,2010-12,2014-07,monitor
B0009Q4U7Y,13,4.077,173,0.8786,160.077,2005-05,2011-04,monitor
B000A4AWE0,13,4.077,43,0.9535,203.231,2008-03,2014-06,monitor
B000BX47X2,13,4.077,13,0.6923,59.385,2010-02,2014-03,monitor
B000EDO4JG,13,4.077,42,0.5238,105.538,2006-08,2008-09,monitor
B000FVNWRC,13,4.077,39,0.7692,106,2006-12,2014-03,monitor
B000GE404C,13,4.077,11,1.0,80.769,2010-10,2013-10,monitor
B000IF9QW0,13,4.077,25,0.76,94.231,2010-01,2014-06,monitor
B000JEUBTC,13,4.077,186,0.328,76.615,2008-02,2014-06,monitor
B000063CWO,13,4.0,185,0.9243,249.077,2002-05,2005-06,monitor
B00006L43O,13,4.0,38,0.8684,77.538,2006-02,2012-01,monitor
B0000TQABY,13,4.0,91,0.9451,72.692,2007-07,2014-06,monitor
B00012YIA0,13,4.0,57,0.5614,101,2007-09,2014-06,monitor
B0001407XU,13,4.0,148,0.8176,219.615,2004-10,2006-06,monitor
B000233XTA,13,4.0,10,1.0,104.615,2009-04,2014-04,monitor
B00067KZ8Y,13,4.0,66,0.8333,210.769,2004-11,2007-03,monitor
B0006G33UW,13,4.0,98,0.8367,157.692,2005-08,2008-02,monitor
B000701DZE,13,4.0,58,0.931,77.538,2005-08,2011-02,monitor
B000BD7QUS,13,4.0,26,0.9231,191.846,2007-01,2010-03,monitor
B000EI3W5I,13,4.0,7,1.0,189.462,2011-08,2013-07,monitor
B000EX1TGC,13,4.0,32,1.0,51.769,2007-10,2014-07,monitor
B000FTHDOW,13,4.0,135,0.8222,280.538,2006-08,2013-12,monitor
B000FVIHY0,13,4.0,77,0.9091,124.923,2007-10,2014-03,monitor
B000IJFB1G,13,4.0,63,0.8571,93.077,2005-09,2013-07,monitor
B00005T3T6,13,3.923,86,0.8837,101.538,2002-01,2013-12,monitor
B000067SQP,13,3.923,78,0.8846,116.154,2005-03,2012-12,monitor
B00009UTD7,13,3.923,75,0.7067,105.846,2006-01,2014-05,monitor
B0000AE82C,13,3.923,315,0.7873,155.846,2003-11,2010-04,monitor
B0002IYOXY,13,3.923,57,0.9123,84.846,2008-06,2013-11,monitor
B0002VO8GE,13,3.923,122,0.7951,52.231,2007-03,2011-11,monitor
B0007Y6AF8,13,3.923,547,0.9817,327.692,2005-04,2011-05,monitor
B0009JR5K0,13,3.923,29,0.6552,106.923,2007-05,2014-03,monitor
B0009X6QH4,13,3.923,208,0.7548,209.308,2005-08,2009-06,monitor
B000A7NRPI,13,3.923,96,0.9271,123.385,2006-04,2014-01,monitor
B000CSGJCS,13,3.923,152,0.9671,274.769,2006-05,2009-03,monitor
B000EM2I3G,13,3.923,1,1.0,40.231,2011-07,2014-02,monitor
B000ISLKBM,13,3.923,16,0.875,70.769,2009-01,2014-06,monitor
B00004RDL5,13,3.846,109,0.9541,179.692,2006-02,2013-02,monitor
B00006JBJY,13,3.846,85,0.9294,134.077,2002-11,2008-07,monitor
B0000DHVN3,13,3.846,172,0.8895,116.615,2005-01,2012-12,monitor
B0006SD70G,13,3.846,6,0.3333,30.692,2009-09,2013-11,monitor
B000BH2W9O,13,3.846,17,0.8235,47.692,2009-07,2014-04,monitor
B000JFAMZY,13,3.846,85,0.7647,187.769,2006-12,2013-01,monitor
B00000JDHV,13,3.769,357,0.9636,127.077,1999-10,2014-02,monitor
B0000222MY,13,3.769,217,0.9171,152.077,2000-01,2014-06,monitor
B00004RG6K,13,3.769,145,0.8414,220.077,2000-05,2005-03,monitor
B00006D2L3,13,3.769,108,0.8519,140.769,2002-11,2005-05,monitor
B00062GJ8O,13,3.769,35,0.9143,97.538,2006-10,2013-09,monitor
B0007M3PGC,13,3.769,47,0.5532,123.692,2005-06,2008-11,monitor
B000AXU76E,13,3.769,11,0.9091,79,2007-01,2013-04,monitor
B000F2M16E,13,3.769,175,0.7714,170.154,2006-04,2007-05,monitor
B000GJOUGK,13,3.769,173,0.8902,326.538,2006-07,2008-01,monitor
B00000JCT8,13,3.692,135,0.7704,55.231,2000-01,2014-06,monitor
B00004ZCKL,13,3.692,35,0.6286,90.692,2001-06,2012-05,monitor
B00006B7D8,13,3.692,32,0.875,96.231,2006-11,2013-07,monitor
B00006JPD1,13,3.692,98,0.9184,128.308,2004-04,2014-03,monitor
B000088USR,13,3.692,129,0.9302,236.769,2003-04,2009-07,monitor
B000CMGJ0G,13,3.692,16,0.875,130.538,2007-09,2014-04,monitor
B000ETKXK4,13,3.692,33,0.9091,68,2007-08,2011-12,monitor
B000HTF7DE,13,3.692,146,0.9452,196.538,2006-12,2013-08,monitor
B000IZC2B2,13,3.692,53,0.9057,150.769,2007-06,2009-07,monitor
B0000CEPDF,13,3.615,179,0.7654,191.385,2003-12,2008-08,monitor
B0002EXJ98,13,3.615,13,0.9231,98.231,2006-07,2014-07,monitor
B000ELSZBQ,13,3.615,59,0.8305,259.077,2006-08,2008-11,monitor
B000F657DY,13,3.615,30,0.8667,107.385,2006-09,2013-12,monitor
B000HHYZV6,13,3.615,98,0.7653,175.769,2007-01,2014-04,monitor
B00006I5RA,13,3.538,65,0.7692,105.231,2004-12,2010-10,monitor
