reviewer_id,asin,rating,review_month,helpful_yes,helpful_total,helpful_rate,review_word_count,summary
A29LNXUJP5ANAL,B00001W0EQ,5.0,2004-01,7,8,0.875,157,Excellent headset
A1OPKNO7IXWV27,B00001W0EQ,4.0,2010-03,1,1,1.0,183,Headset for multiple uses
A1T8QZFPHG0S0W,B00001W0EQ,5.0,2013-12,0,0,,20,Good reliable sound accessory.
A2K64Z8VT8T43Z,B00001W0EQ,1.0,2014-04,0,0,,109,Don't bother
A4AM8XJSK710E,B00001W0EQ,2.0,2009-12,3,3,1.0,49,Get an M214C instead if you want to wear it over the head...better and half the price
A16RZ80WPLJVC5,B00001W0EQ,5.0,2007-09,2,2,1.0,30,good headset
A1BHU6FHSC0BJF,B00001W0EQ,2.0,2012-04,1,1,1.0,91,"static, poor sound quality"
A23RCAS3DH5555,B00001W0EQ,5.0,2008-07,0,0,,61,Excellent Headset.....Excellent Price
A25ZRQBJFOIQNA,B00001W0EQ,2.0,2014-05,0,0,,721,"Not The Worst Headset I've Ever Owned, But The Worst Plantronics Product I've Ever Owned!"
A2FS1U06RM7LCG,B00001W0EQ,4.0,2013-06,0,0,,62,Repacement Headset
A27YPCR3ZXWVFE,B00001W0EQ,5.0,2010-01,1,1,1.0,32,Headset for those who want options or variety
AFA29LL0COYO6,B00001W0EQ,5.0,2013-09,0,0,,82,"Great headphones, very satisfied."
A15ZWZKUIPUUVH,B00001W0EQ,5.0,2014-06,0,0,,27,One of the few headsets that work with my cordless phone
A2GLM2NA1SLN43,B00001W0EQ,4.0,2005-12,3,3,1.0,45,Perfectly good headset
A1SJN10JTU3BON,B00001W0H1,4.0,2011-11,0,0,,49,"What can you say, Floppy in this day and age, labels suck."
A239ON6G2S2E9E,B00001W0H1,5.0,2013-07,0,0,,94,"""A Vanishing Breed"""
A1LTG32UR3XK3P,B00001W0H1,4.0,2011-12,0,0,,25,Good price
A32M7HKY7SQ602,B00001W0H1,4.0,2011-09,0,0,,80,Investment-grade floppies
AC3R6XWQYOYFM,B00001W0H1,5.0,2012-02,0,0,,30,Good product.
A3S3XESYDHV39U,B00001WRSJ,5.0,2014-07,0,0,,61,I shouldn't have bought other more expensive headphones...
A304TZYJIWBA0C,B00001WRSJ,5.0,2012-10,2,2,1.0,270,Quality!!!
A2TUXUOKJHAYCI,B00001WRSJ,5.0,2013-05,0,0,,100,Great!
A3MDLLMB405XS3,B00001WRSJ,5.0,2011-11,1,1,1.0,182,It picks up things i've never heard before!! Not perfect but awesome
A3PBQYLXZ77BGK,B00001WRSJ,2.0,2013-04,1,4,0.25,90,Poorly designed ear pads
A3BC51PZJ8L67R,B00001WRSJ,3.0,2005-10,10,25,0.4,77,"Disappointingly flat, sterile, lifeless :("
AVUE941QR0MI2,B00001WRSJ,5.0,2013-11,2,2,1.0,115,Best headphones I have ever owned (at this price range)
A38IFPLTEGTWM6,B00001WRSJ,5.0,2012-12,0,0,,92,love them
ACNAJKU6NPDW,B00001WRSJ,3.0,2014-06,2,3,0.6667,129,Mid-range lacking; not comfortable for long time wearing.
A3F3XQGPOVXJET,B00001WRSJ,5.0,2010-10,1,2,0.5,209,Former Koss-Lover
AJ8FMV8SGKUIJ,B00001WRSJ,5.0,2013-05,1,1,1.0,155,Amazing sound quality
A3O4CQSM06AP8Q,B00001WRSJ,5.0,2014-02,1,1,1.0,94,"The sound is great, and others can't hear anything"
A2K3VNO28J98KR,B00001WRSJ,5.0,2010-02,0,0,,279,"Better than a textbook, for sure!"
A1AGGVT4VE56D,B00001WRSJ,5.0,2011-08,0,0,,307,These phones are AWESOME
A45OOPYV3TJSY,B00001WRSJ,5.0,2012-12,0,0,,37,it's easy to organize headset.
A1VXQW4UQTLDQM,B00001WRSJ,5.0,2010-11,0,0,,152,"Outstanding, very high quality sound"
AHH79S8XM1OW6,B00001WRSJ,2.0,2013-09,0,2,0.0,25,line cord too weak
A3RGHO0Q938FRS,B00001WRSJ,5.0,2008-08,1,1,1.0,117,Nice headphones
A37IXQTOMZDPNA,B00001WRSJ,5.0,2014-02,1,1,1.0,27,Best. Headphones. Ever.
A9BVHFGX28SNZ,B00001WRSJ,5.0,2008-02,1,1,1.0,164,One of the best things I have.
A2F0Z8Y0QN29UF,B00001WRSJ,2.0,2013-01,2,5,0.4,142,Static problems at plug
A362UVNTN7KI68,B00001WRSJ,4.0,2014-04,5,5,1.0,519,New 2014 version v. Old 1980s version
A23P9INV8GRN48,B00001WRSJ,5.0,2006-10,8,8,1.0,283,Well worth the price
ASLITWH5GJ1T5,B00001WRSJ,5.0,2012-12,0,0,,33,great
A9DC2VSSE1HT0,B00001WRSJ,5.0,2010-03,0,0,,39,rayray
AZ0SIZRQWN7RC,B00001WRSJ,5.0,2005-03,16,17,0.9412,218,A classic that's easy to find
A2XBKTBMLQRQAM,B00001WRSJ,2.0,2009-05,4,19,0.2105,457,"Bulky, uncomfortable, and very bright"
A1423HNZ15ZCQZ,B00001WRSJ,5.0,2014-07,0,0,,303,"These are great headphones, and in general great electronic equipment"
A1HW4M029I31C8,B00001WRSJ,5.0,2006-08,14,14,1.0,237,Still the best buy. Worth ten stars.
AV4RSVB9BP8PS,B00001WRSJ,5.0,2012-12,0,0,,20,sound quality
ALLFPK4VJC48D,B00001WRSJ,4.0,2013-04,0,0,,57,Nice headphones
A3I8KWK1VNN92T,B00001WRSJ,5.0,2013-03,0,0,,79,GREAT SOUND FOR THE BUCK!!!
A1LEMDY6BDO34U,B00001WRSJ,5.0,2009-12,0,0,,91,Excellent!
AFM65NU0UXIGP,B00001WRSJ,5.0,2013-04,0,0,,20,"Stellar, especially at the price"
A1DL9IH75MWT8R,B00001WRSJ,1.0,2010-09,15,51,0.2941,91,"Great product, to many knockoff's"
A12D2E7JYO5IPG,B00001WRSJ,5.0,2012-11,0,0,,303,"not so bad, just the best i ever had"
A13F9YN2DTH4D4,B00001WRSJ,5.0,2009-03,1,1,1.0,53,Crisp and honest.
ADXSJ9MBHM236,B00001WRSJ,5.0,2007-01,9,10,0.9,561,"very good sound and noise blocking, not the best for eyeglasses"
A1KYUOPBGQCLUF,B00001WRSJ,5.0,2011-01,2,2,1.0,27,Nice cans...
A3NTH97MXHCPA9,B00001WRSJ,3.0,2014-03,0,3,0.0,112,highly overrated
A1AHII2R0R6FAE,B00001WRSJ,5.0,2014-06,1,1,1.0,100,I have owned one or more pairs of these since the late 1980s
A4GI4654JA8NK,B00001WRSJ,5.0,2009-07,4,4,1.0,148,Easiest 5 star review I have given
A4XD7L6C76HQM,B00001WRSJ,5.0,2013-01,0,0,,48,Good for money
A1UF3N52K5CWC2,B00001WRSJ,5.0,2013-03,0,0,,209,My Own Little World of Sound
A3JEGRJ8KPXCHC,B00001WRSJ,5.0,2013-01,0,0,,19,LIKE NO OTHER FOR THE PRICE
A33BIGD5TBUL2I,B00001WRSJ,5.0,2013-03,0,0,,35,Nice comfortable
A3KJQ5BA7AVOCN,B00001WRSJ,5.0,2013-04,1,1,1.0,288,These are the headphones that you need
AQCC8OF22KZXE,B00001WRSJ,5.0,2013-03,0,1,0.0,23,Great Sound.
APODYH18FHXC6,B00001WRSJ,5.0,2013-08,1,1,1.0,51,Amazing
A99D8N0YVVDOC,B00001WRSJ,5.0,2013-03,0,0,,34,Great Headphones
AL1PNYDIILV4D,B00001WRSJ,5.0,2012-05,0,0,,25,Superb Sound
A2YBKKLYAMSJMU,B00001WRSJ,5.0,2014-02,1,1,1.0,127,#1 In My Book!
A4GGT6O0GQNV2,B00001WRSJ,5.0,2014-02,1,1,1.0,94,"They Certainly Pass the ""I never heard that before"" Test!"
A2NV4YCNVT7W98,B00001WRSJ,5.0,2011-07,0,0,,78,Seems good on every aspect
A1LHMSY3Q46PJS,B00001WRSJ,5.0,2012-06,0,0,,358,Finally a headset that produces clear balanced sound well under $100.00
AFZGETEF0V6ZO,B00001WRSJ,5.0,2009-11,3,3,1.0,80,V6 vs the Porfessional 7506
A2ZWT8VQXLOFLL,B00001WRSJ,4.0,2012-10,0,0,,190,"Fantastic sound, these are the industry standard for a reason."
A36MHSUQIH1XJE,B00001WRSJ,5.0,2011-10,0,0,,345,Hear things you've never heard before
A3DIEJHDPL4PUC,B00001WRSJ,5.0,2013-05,3,3,1.0,374,VERY good headphones. Great value for studios.
A3N0SXVR07R57K,B00001WRSJ,4.0,2012-12,5,5,1.0,219,Not a knock-off
A2O9JVPA8VZFXE,B00001WRSJ,5.0,2013-01,0,0,,390,Most comfortable headphones I have ever put on.
ALHTPU8UYAFLX,B00001WRSJ,5.0,2012-11,1,1,1.0,114,SOLID
A1NAP0D9XV7KA5,B00001WRSJ,5.0,2013-01,0,0,,42,awesome
A34C8TEM5H2JG9,B00001WRSJ,5.0,2008-02,1,1,1.0,77,Five Star Headphones
ACBNNQP87PKEY,B00001WRSJ,5.0,2007-01,2,3,0.6667,36,Best Headphones I've ever owned
A3IDY8FCU6GYEW,B00001WRSJ,5.0,2014-06,3,3,1.0,280,Best bang for my buck
ANZHPMJLXBU9T,B00001WRSJ,5.0,2014-05,0,0,,36,nothing but the music
A3SUZA0C8QV8AW,B00001WRSJ,5.0,2011-07,0,0,,169,Probably one of the best purchases I've ever made
A1RH3DQBG3GQW1,B00001WRSJ,4.0,2012-12,0,0,,72,I would recommend these headphones..
A1U8KP7V6DFXN8,B00001WRSJ,5.0,2013-02,1,1,1.0,50,I have trouble buying anything else.
A2WTZZ1O3XXY5,B00001WRSJ,5.0,2012-12,0,0,,85,Good choice.
A3E5KFCYN26O2B,B00001WRSJ,5.0,2005-08,3,4,0.75,40,Excellent.
A1SELTWFSOHSJV,B00001WRSJ,5.0,2013-01,0,0,,25,terrific value
A24F1UX8ZT5IXY,B00001WRSJ,3.0,2008-12,3,5,0.6,161,Major issues with the cord.
A3S0HHSFCDJE1P,B00001WRSJ,5.0,2013-11,2,2,1.0,58,Definitely get what you pay for... And then some!
AOO41PZSDC7J1,B00001WRSJ,5.0,2013-03,0,0,,33,Sound quality is great!
A5MTZTDSIBX09,B00001WRSJ,5.0,2014-02,1,1,1.0,51,Best Overall Studio Headphone Value
AOKS36MOH1LDK,B00001WRSJ,5.0,2012-06,1,2,0.5,139,"Great Great Headphone for Home/Studio use, Not for commuting"
A57TH5BVZMB2L,B00001WRSJ,4.0,2013-11,1,1,1.0,53,Happy with mine
A18EA7MNLXP9H5,B00001WRSJ,5.0,2012-12,0,0,,140,They sound great and produce accurate sounds
A3E4N4UWZN8KK6,B00001WRSJ,4.0,2011-10,0,0,,191,THEY ARE A GOOD HEADPHONE
A1P7BH2FLQ4O8R,B00001WRSJ,5.0,2012-02,1,1,1.0,99,"Rich, warm, full headphones"
A3JQQ2TWTKFVNH,B00001WRSJ,5.0,2012-11,2,2,1.0,98,Simply Amazing!
AUNJAQP3VECI5,B00001WRSJ,4.0,2013-06,1,1,1.0,585,Some really nice headphones for a reasonable price.
A1U5IJHJK84S54,B00001WRSJ,5.0,2014-02,1,1,1.0,153,The Professional Choice
A2ZAJGOIF88NLJ,B00001WRSJ,4.0,2007-08,3,3,1.0,118,"Great Sound, Comfortable, but Beware Eyeglasses Wearers!"
AS4V31G3T0L3Z,B00001WRSJ,5.0,2013-07,1,1,1.0,110,"Great quality sound, good fit"
A3UA8KRGIV9IXT,B00001WRSJ,5.0,2013-09,1,1,1.0,103,Great sound!  Pretty good comfort.
A1IF0EV2GXK873,B00001WRSJ,5.0,2014-06,1,1,1.0,44,Studio Quality
A1FP5PIA2TSJQE,B00001WRSJ,5.0,2007-10,1,1,1.0,202,Awesome! The Best Closed Headphone Value.
A3237FOR4LVBZO,B00001WRSJ,5.0,2011-11,1,1,1.0,219,A Classic
A10YZUINKZHDJW,B00001WRSJ,5.0,2009-11,0,0,,127,Wonderful!
A33XZNU0PFPX3Y,B00001WRSJ,5.0,2008-12,0,1,0.0,16,GREAT headphones
A2PS6H6NHW0ZVK,B00001WRSJ,5.0,2012-06,1,1,1.0,219,Excellent 'phones
A3STK5WDK5UB58,B00001WRSJ,4.0,2014-01,1,1,1.0,115,Really nice sound
A24XQKM79FYFV0,B00001WRSJ,3.0,2013-06,0,0,,78,Nice Headphones but Lacking in Deep Bass
A1HH11STE53V5,B00001WRSJ,3.0,2006-08,14,30,0.4667,188,Disappointed...
A1VEOIQ85IRL66,B00001WRSJ,5.0,2010-08,1,1,1.0,38,best headphones ever
A5T08I564I0D5,B00001WRSJ,5.0,2009-09,4,4,1.0,504,Quite Simply the Best Headphones for the Price
A2VTHY6NTE15G3,B00001WRSJ,5.0,2010-12,2,2,1.0,175,"Amazing, By far the Best Headphones I've ever used"
A3H09VQI43K2PJ,B00001WRSJ,5.0,2010-02,0,0,,13,Tuned to Perfection
A7OAAZPLNSMXJ,B00001WRSJ,5.0,2014-04,1,1,1.0,40,Sony V6
A1KT8QQ74E3SVQ,B00001WRSJ,5.0,2009-08,2,2,1.0,128,These beat the Bose around-ear headphones by FAR!!!
A2OOVMY4NX4CIP,B00001WRSJ,4.0,2013-12,1,1,1.0,49,Good Neutral Sound; fits bigger head
AO074X4WTO84B,B00001WRSJ,4.0,2012-12,1,1,1.0,303,"They're good, not spectacular"
AC1O96M7OXGTT,B00001WRSJ,4.0,2013-01,0,2,0.0,110,"Very good headphones, but not perfect"
A2LFDHTL18INZQ,B00001WRSJ,1.0,2013-04,1,5,0.2,78,Now it's got a buzz in one ear!!!
A20J3G8AWR8F28,B00001WRSJ,5.0,2013-01,0,0,,20,best in the price range
A1F5865RG4YKHV,B00001WRSJ,5.0,2014-03,1,1,1.0,42,great head phones
A37U6OGB6BRJPQ,B00001WRSJ,5.0,2008-05,1,1,1.0,65,Can't go wrong with these headphones
A1R60PGGS6TEQC,B00001WRSJ,5.0,2012-08,2,2,1.0,108,Replaces my classic Sony MDR-CD6
A3JH39FG7PPGAD,B00001WRSJ,5.0,2012-10,3,4,0.75,138,"Sound, price, comfort. A+++"
A1B4MIXYVIKMU2,B00001WRSJ,5.0,2007-10,1,1,1.0,197,One word... Superb!
A1Q6GJE1V2FZ02,B00001WRSJ,5.0,2012-11,0,0,,112,Head this headphone was a classic !!
A2LAY11C7LCM2W,B00001WRSJ,4.0,2006-11,139,143,0.972,519,Great headphones
A2BMZRO0H7TFCS,B00001WRSJ,3.0,2010-01,11,13,0.8462,431,"Harsh For My Ears, Maybe Not For Others"
A1PB739AHGIX1N,B00001WRSJ,3.0,2013-02,0,0,,34,hard to wear
A2YIHGB6WSRI85,B00001WRSJ,5.0,2011-10,1,1,1.0,87,Excellent headphones with real studio headphone sound
A193QPX2Z8K4HR,B00001WRSJ,3.0,2011-04,1,3,0.3333,535,Avid Listener= Journeyman Audiophile
A3SJ70S9RAGUIA,B00001WRSJ,5.0,2009-12,0,0,,90,Well worth the money
A3EOT20YH2QDX4,B00001WRSJ,5.0,2012-12,2,2,1.0,120,good value used for ipod
AKH6N84CBOBJ6,B00001WRSJ,3.0,2009-09,15,19,0.7895,147,Not for enjoyment listening
A1OJ07VIDHI8BL,B00001WRSJ,5.0,2013-02,1,1,1.0,87,"The best value in flat, natural sounding cans"
AR4KYWHKCDTUG,B00001WRSJ,5.0,2009-12,1,1,1.0,107,Great Cans!
AILIBVWMDLSR3,B00001WRSJ,5.0,2008-09,1,1,1.0,47,mdr-v6 are the last headphones you'll ever need
A4JF3BCJO0VGI,B00001WRSJ,5.0,2012-04,0,0,,226,Exceeds Expectations
A1WVSXVCCRRHZN,B00001WRSJ,4.0,2013-06,1,3,0.3333,236,Lets talk headphones you decide after reading!
AWZ47W0194UVT,B00001WRSJ,5.0,2013-09,1,1,1.0,23,"simple, nice and it just works"
A3N44QVNT0YP1L,B00001WRSJ,5.0,2013-02,0,0,,96,Amazing headphones
A272Y6VXIMOKSF,B00001WRSJ,4.0,2013-05,0,0,,163,Excellent sound but so-so construction
A2EZTM9WY5B5IL,B00001WRSJ,4.0,2008-06,4,4,1.0,36,Very nice
A9KOC3PXLXYSB,B00001WRSJ,5.0,2012-05,0,0,,304,Allows me to enjoy music again
A2L9EICT9AZ9AN,B00001WRSJ,4.0,2013-08,3,3,1.0,382,Great headphones
A1UJB03PXSGQON,B00001WRSJ,5.0,2007-03,6,6,1.0,174,My standard
A1KDLNTVTMT0RA,B00001WRSJ,5.0,2012-12,0,6,0.0,29,Sounds great
AUIZCHYZLLQCX,B00001WRSJ,5.0,2014-04,1,1,1.0,126,"Wow, Just Wow - Better than Headphones at Almost Twice the Price"
AV8XORAUWHHZJ,B00001WRSJ,5.0,2007-05,0,0,,61,These Sony MDR-V6 are Awesome
A3EZY90TIZ2MMA,B00001WRSJ,5.0,2011-09,1,3,0.3333,178,One of the best things I've ever own
A2FVNLWPFKGIEK,B00001WRSJ,5.0,2013-01,0,0,,116,Awesome!
A2ME1L7ZCJFQOH,B00001WRSJ,5.0,2009-03,1,1,1.0,73,Most likely the best headphones at its price and more
AOQ1XQTHD9ZNR,B00001WRSJ,5.0,2013-05,0,0,,112,Great Headphones!
A35IODHDPM2SLS,B00001WRSJ,5.0,2012-12,0,0,,25,High quality
A2O254M30LOZCV,B00001WRSJ,5.0,2013-12,1,1,1.0,43,Great headphoe
A31FYGE53VGBH7,B00001WRSJ,5.0,2012-02,0,0,,35,"Excellent, I recommend it."
A1AN7HLQB27TWK,B00001WRSJ,5.0,2013-12,1,1,1.0,97,Comfortable and clear.
A1HTJX4WSGZI2I,B00001WRSJ,4.0,2013-10,2,2,1.0,133,"Quite good sound, but not as comfortable as I would like."
AI0V99FGBKWLB,B00001WRSJ,4.0,2012-12,0,0,,53,Perfect budget headphones
A2ZU4ZTPJ8PURX,B00001WRSJ,5.0,2012-09,0,0,,61,sony mdr-v6
A2EARYEYVMMNZZ,B00001WRSJ,5.0,2013-05,0,1,0.0,85,best sound by far
A28V3C26BYK04D,B00001WRSJ,5.0,2012-12,0,0,,116,The best headphones I've ever owned or heard!
A1BRX51FAKAAVH,B00001WRSJ,5.0,2007-12,3,3,1.0,119,Better choice for iPods than Sennheiser HD280
A19QYI46CNL5JL,B00001WRSJ,5.0,2011-09,1,1,1.0,135,Wonderful Headphones
A1U99PCPE9US61,B00001WRSJ,2.0,2013-05,1,14,0.0714,125,Don't believe the hype
A13ZFIPTZ0IVGF,B00001WRSJ,4.0,2013-01,0,0,,70,Good sound quality
A36LDA9339NE8Q,B00001WRSJ,5.0,2011-11,1,2,0.5,130,Still fantastic after all these years...and great for iPods!
ACHQT7HI9PFPG,B00001WRSJ,5.0,2014-04,1,2,0.5,75,Phenomenal Sound
A21OEH01WLWRF2,B00001WRSJ,5.0,2011-12,2,2,1.0,234,"Amazing Value, Excellent sound, a Classic."
A3OSUAAXSUNPLM,B00001WRSJ,5.0,2012-06,1,1,1.0,160,Excellent Headphones - Enjoying since 2000
AN7AELA3YHNZK,B00001WRSJ,5.0,2014-03,1,1,1.0,43,Great Value for the Money
AV7371VDFACZO,B00001WRSJ,4.0,2007-12,6,7,0.8571,228,Quality headphones.
A2TA5TMGUTPVQ2,B00001WRSJ,5.0,2014-05,1,2,0.5,101,SAME AS MDR 7506
A3L20U76EG3KP4,B00001WRSJ,5.0,2012-12,2,2,1.0,174,"make your ears happy, happy,happy!"
A38L5I9MY8A959,B00001WRSJ,5.0,2011-08,1,1,1.0,20,Very good sound quality and reasonably priced.
A3HE9I4GQ4OXYE,B00001WRSJ,5.0,2008-05,1,1,1.0,258,Phenomenal!
A38RLBIN8LASPE,B00001WRSJ,5.0,2009-03,2,2,1.0,260,Twins !
A10CT6NX3DLQ8B,B00001WRSJ,5.0,2013-06,0,0,,55,Good for the price
A2FYZRR780Y3PN,B00001WRSJ,5.0,2013-01,0,0,,31,Nice cans.
AS9WUVBL06T87,B00001WRSJ,5.0,2006-07,4,4,1.0,120,Best headphones I've ever heard
A33J5VPBSW64XC,B00001WRSJ,5.0,2007-05,0,0,,110,awesome headphones for the price
A3UW9V8KONIRBE,B00001WRSJ,5.0,2012-06,1,1,1.0,114,Very nice!
A2A1RBR2MG7LHY,B00001WRSJ,5.0,2011-10,1,1,1.0,43,You won't find a better headphone at this price point
A1C4J9CUHT3UXE,B00001WRSJ,5.0,2005-07,19,20,0.95,116,Best sound I've ever heard
AT3JKJUMYKAK,B00001WRSJ,5.0,2010-12,2,2,1.0,134,"I thought I wanted Beats by Dre, then I got these."
A3UP97IQAI6LJH,B00001WRSJ,5.0,2009-08,0,0,,84,Best headphones for the price
AJE5S2MH4SERA,B00001WRSJ,3.0,2008-01,6,8,0.75,57,"Great sound, ok comfort"
A2K33VWYQC9C2W,B00001WRSJ,5.0,2012-10,0,0,,330,Wow - real monitors
A298GL2D0BHGKZ,B00001WRSJ,5.0,2014-06,1,1,1.0,141,I've Had These Since 2009. Still Going. Specs Below.
A2SVXQ66G7BWBR,B00001WRSJ,4.0,2010-08,0,0,,71,Great Headphones. Fit is a little big.
A3Q7LVUP45XLUZ,B00001WRSJ,3.0,2013-08,0,0,,52,Not as comfortable as as the headphones that Sony formerly made
A35OGQY4CFTKVK,B00001WRSJ,4.0,2012-07,0,6,0.0,86,SONY V6 EARPHONES
A395TYPUVG7KNR,B00001WRSJ,5.0,2014-03,1,1,1.0,50,Just right for 35+ years!
A2U1CMEGA3950K,B00001WRSJ,5.0,2007-09,1,1,1.0,86,Awesome sound reproduction.
A3UNREJGCZMRUY,B00001WRSJ,5.0,2012-10,2,2,1.0,276,10 Years Use and they're still the ones I Prefer
A1FDYXJ28RDHIS,B00001WRSJ,5.0,2011-12,1,1,1.0,47,Fantastic sound
A3PM5DJGZ17I40,B00001WRSJ,5.0,2013-01,1,1,1.0,193,best headphones I've personally ever used
A3VXOYZYIFKIF2,B00001WRSJ,5.0,2012-10,0,0,,23,EXCELLENT!!!!!
A99K7S15XOQ45,B00001WRSJ,4.0,2013-06,0,0,,126,Very comfortable headphones
A2WBQ3AMBGQMAO,B00001WRSJ,5.0,2013-10,1,1,1.0,37,"Excellent. For the price, these can't be beat."
A3S3P2TWEVS69L,B00001WRSJ,5.0,2014-02,1,1,1.0,59,Best headphones I've ever owned
A2CUBYMC4PVHY8,B00001WRSJ,5.0,2012-05,0,0,,87,oh wow...
A3QNHDUBMA6WQM,B00001WRSJ,5.0,2014-03,2,2,1.0,306,So good that they brought back the Sony MDR V6 headphones after discontinuing  them.
A3DF1AEPLTX0CA,B00001WRSJ,5.0,2013-02,0,1,0.0,21,Sony MDr-V6 Headphones are excellent
A1K7TS096NFI,B00001WRSJ,5.0,2013-08,1,1,1.0,37,These are real headphones!
A3BLG23IUDWFOF,B00001WRSJ,5.0,2014-03,1,1,1.0,21,Excellent Headphones
A3BCTEEX0YKXEA,B00001WRSJ,5.0,2011-09,0,0,,73,Was gunna be 4 star... but then I couldn't find anything wrong with them.
A3BJTAZ6UPDYCW,B00001WRSJ,5.0,2014-06,4,4,1.0,149,Simply the Best
A34S0X8F7V9UBK,B00001WRSJ,5.0,2012-05,0,0,,28,Very Comfortable
AB5JSX3CBBAIB,B00001WRSJ,5.0,2012-10,1,1,1.0,107,Awesome Headphones
A3NE9ABP7PAYK3,B00001WRSJ,5.0,2014-03,1,1,1.0,57,Fantastic
AVE2J7PNE0L9C,B00001WRSJ,5.0,2004-09,0,0,,286,The MDR V6s are Sony's masterpiece and an industry standard.
A3REYP3W0BLUNA,B00001WRSJ,5.0,2014-06,1,1,1.0,109,One of the best
A759KSTT9A8X8,B00001WRSJ,5.0,2013-07,1,1,1.0,26,"Super clear sound, very comfortable"
AGXMLPCYBOL55,B00001WRSJ,5.0,2012-03,0,0,,177,A great value that can't be beat
A2PAD826IH1HFE,B00001WRSJ,5.0,2007-05,8,8,1.0,215,I've Had My Sony MDR-V6s Fifteen Years and They're Still Wonderful
A3LHM5YKF4YCMN,B00001WRSJ,5.0,2013-08,1,1,1.0,38,"Excellent Quality Sound, Can't Hear Outside Sounds"
A3NPVOHK3AMSDK,B00001WRSJ,5.0,2013-07,1,1,1.0,183,Get them while you can-They Sound Professional
AIQZK8PU1F5RA,B00001WRSJ,5.0,2013-04,0,0,,42,Great
A1BPJ55PLYUA77,B00001WRSJ,4.0,2013-02,1,1,1.0,60,Far better than most 300 dollar headphones.
AURHQ3OVNNSLK,B00001WRSJ,5.0,2013-03,0,1,0.0,31,"Top quality, delivered on time"
A2IA5Q0TDWE81X,B00001WRSJ,4.0,2004-01,40,43,0.9302,361,Unbeatable value
A34LQ791ACZ0JC,B00001WRSJ,5.0,2009-11,0,0,,208,Great Headphones
A2BWTWFVI6D9SD,B00001WRSJ,5.0,2010-01,2,2,1.0,245,"Sets the bar for great quality, affordable, circumaural headphones."
A2EWTVSGOPKWIT,B00001WRSJ,5.0,2014-07,0,0,,29,"good sound, reasonable price"
A10AV4PT812CO6,B00001WRSJ,5.0,2013-10,1,2,0.5,29,"Good sound, great build quality!"
A1VK3B8TFUUHM3,B00001WRSJ,5.0,2012-10,4,4,1.0,494,Wonderful Headphones
A25UZ1X4MF9C8L,B00001WRSJ,5.0,2009-10,3,3,1.0,65,Best Buy!!!!
A3CRB5KQ3SPFYF,B00001WRSJ,2.0,2014-07,0,0,,319,"Great sound, not comfortable for me."
A16BIH1Z3L050B,B00001WRSJ,5.0,2014-04,1,1,1.0,93,Still going strong after sooooo many years
A8MQW5B5QB3H1,B00001WRSJ,5.0,2009-05,4,4,1.0,224,Very comfortable on head - not too tight at all
AQAM9QBPTG66U,B00001WRSJ,4.0,2013-08,1,2,0.5,66,High-Priced Headphones!
A3PGE0N774CEXW,B00001WRSJ,2.0,2013-06,1,2,0.5,271,"Good sound, but not comfortable for long periods. UPDATED 7/2013"
A317RWPY08I5QX,B00001WRSJ,5.0,2013-11,1,1,1.0,63,Great headphones. Sony is a trusted brand.
A3QRL4VEQLL2OP,B00001WRSJ,5.0,2012-12,1,1,1.0,153,great headphone
A3B9FWS53WZIT,B00001WRSJ,5.0,2009-10,2,2,1.0,60,Great headphones!
A1M6Z0NSZJB8AM,B00001WRSJ,5.0,2008-08,1,1,1.0,63,Outstanding Headphone
A53OG3Q99WAVL,B00001WRSJ,4.0,2008-11,0,0,,60,Very Decent Headphones
A1NL56D0Y0TORY,B00001WRSJ,3.0,2014-03,0,1,0.0,284,"Sony MDR-V6 -- Good, but not as good as the 7506"
A7Y2RAZZRFVI3,B00001WRSJ,5.0,2010-02,0,0,,59,Great Headphones
A1OZAYRJQAERTK,B00001WRSJ,5.0,2014-06,1,1,1.0,214,Outstanding
A1NHV6PPZY45FD,B00001WRSJ,5.0,2008-08,3,3,1.0,275,Well worth the $
A148IYQMD3J6YD,B00001WRSJ,5.0,2014-02,1,1,1.0,198,Best closed Headphones at ANY Price for decades.
AZTZ61W23JET0,B00001WRSJ,5.0,2008-12,3,3,1.0,66,satisfied with sound and comfort!
A15AWJSRSMYJ60,B00001WRSJ,4.0,2011-05,1,2,0.5,42,Good overall but not for heavy bass likers
A3T3LXK2F3XTEK,B00001WRSJ,5.0,2013-07,1,1,1.0,24,Wanted these for a long time.
A3OKIB6PSM1MWI,B00001WRSJ,5.0,2013-06,0,0,,89,Excellent at drowning out background noise for less than $100
AWDYLVB91K23B,B00001WRSJ,5.0,2008-01,1,1,1.0,146,Not a penny wasted.
A76H3TUHMOA8K,B00001WRSJ,5.0,2012-06,2,2,1.0,395,Best For It's Price Bar None
AZDFE5RF3TZLT,B00001WRSJ,3.0,2014-02,0,1,0.0,42,Great sound/crappy earpads
A2FXX9VTD10J6C,B00001WRSJ,4.0,2011-08,0,0,,385,It's about perfect :)
A2PYISW9CMNCJB,B00001WRSJ,5.0,2008-07,0,0,,44,Great for the price
AMGUWDM3XPEEB,B00001WRSJ,5.0,2012-12,2,2,1.0,214,Worth the Money Over a Cheaper Set
A399F6C7WP0NPG,B00001WRSJ,5.0,2013-01,0,0,,29,Great
